LocalId,SectorId,DiocesanId,OtherId,TAAId,JurisdictionId,NationalId,PlatformId,PreviousLocalId,PreviousSectorId,PreviousDiocesanId,PreviousOtherId,PreviousTAAId,PreviousJurisdictionId,PreviousNationalId,PreviousPlatformId,FamilyName,GivenName,PreferredName,MiddleName,BirthDate,Sex,CountryOfBirth,EducationSupport,FFPOS,VisaCode,IndigenousStatus,LBOTE,StudentLOTE,YearLevel,TestLevel,FTE,ClassGroup,ASLSchoolId,SchoolLocalId,LocalCampusId,MainSchoolFlag,OtherSchoolId,ReportingSchoolId,HomeSchooledStudent,Sensitive,OfflineDelivery,Parent1SchoolEducation,Parent1NonSchoolEducation,Parent1Occupation,Parent1LOTE,Parent2SchoolEducation,Parent2NonSchoolEducation,Parent2Occupation,Parent2LOTE,AddressLine1,AddressLine2,Locality,Postcode,StateTerritory
cvzba937,59753,15271,1992,79644,81723,54881,R100000072G,67284,68891,38960,44952,20732,80673,86251,R100000072G,Kromer,Allen,Allen,J,2005-06-24,1,1101,N,2,101,3,Y,9601,5,5,0.85,5C,49360,22782,01,1,fdriu873,49360,Y,Y,Y,2,7,4,1201,4,8,4,5203,4921 E Ray Rd,#102,FARRELL FLAT,5416,SA
kdptv199,31922,48945,99572,48804,74904,66450,R100000073H,66242,61848,53839,19535,11729,84776,41120,R100000073H,Johnson,Randall,Randall,Floyd,2005-06-27,1,1101,Y,1,101,1,Y,1201,5,5,0.28,5F,49360,22782,01,2,ajhtd680,49360,Y,N,U,2,5,2,1201,4,6,4,1201,113 Capitol Way N,,BRAMFIELD,5670,SA
jddly563,75657,55501,19914,4817,38735,83134,R100000074P,25957,67656,93917,9046,63729,87199,45425,R100000074P,Jones,Mai,Mai,M,2005-04-05,2,1101,Y,1,101,4,N,1201,5,5,0.66,5F,49360,22782,01,2,zhfza155,49360,Y,Y,Y,4,6,2,7101,2,5,1,1201,2823 E. Franklin Avenue,,CANOWIE BELT,5420,SA
cowcq463,88953,7464,89928,73772,50949,34924,R100000075R,88833,46515,72825,47497,61318,83841,29643,R100000075R,Garcia,Maricela,Maricela,E,2003-09-06,2,1101,Y,1,101,1,N,1201,7,7,0.34,7F,49360,22782,01,1,xkhef982,49360,N,U,N,2,5,4,1201,2,5,4,1201,10758 FM 1960 Rd,,AUSTRALIA PLAINS,5374,SA
vtvpd858,28740,96964,96541,54713,17684,72862,R100000076K,64034,74496,30282,78119,58666,95569,48656,R100000076K,Newland,Salvatore,Salvatore,B,2003-09-18,1,1101,N,2,101,4,Y,1201,7,7,0.35,7C,49360,22782,01,1,ltgbl226,49360,N,Y,X,3,7,4,1201,2,6,1,1201,1120 W. Hickory St,,CAVENAGH,5422,SA
ihqlf112,27713,95596,46379,85965,90759,52929,R100000077E,48169,65416,6687,66443,39748,56271,45500,R100000077E,Wing,Rosella,Rosella,T,2003-05-06,2,1101,Y,1,101,4,N,1201,7,7,0.32,7D,49360,22782,01,1,jozis690,49360,Y,Y,N,4,7,3,1201,3,6,4,1201,3745 N. Lincoln Ave.,,MORN HILL,5371,SA
mrqtm781,61235,98840,92380,80618,59689,13668,R100000078D,81134,27292,15048,26497,62230,19576,12630,R100000078D,Collins,Conrad,Conrad,C,2003-11-24,1,1101,N,1,101,4,U,9601,7,7,0.75,7B,49360,22782,01,1,kqnei606,49360,N,Y,U,2,6,1,1201,1,5,2,1201,1111 2nd Ave N,,CALTOWIE,5490,SA
avzrt650,2185,45992,37493,50170,95720,32773,R100000079S,42740,51919,6320,41458,60568,44231,68637,R100000079S,Briley,Simon,Simon,E,2003-09-28,1,1101,Y,1,101,2,N,1201,7,7,0.61,7F,49360,22782,01,2,rnebn231,49360,N,Y,Y,2,7,2,1201,4,5,4,1201,49 Washington Square South,,ROSEDALE,5350,SA
djehx835,84547,32410,98585,6111,84222,95312,R100000080R,12079,53017,29827,71527,68236,31841,29524,R100000080R,Berg,Georgia,Georgia,D,2003-10-13,2,1101,N,1,101,4,Y,1201,7,7,0.63,7B,49360,22782,01,2,iowuw586,49360,N,Y,N,3,7,2,1201,1,5,3,1201,1918 Sunset Blvd.,,BEATTY,5320,SA
pyuwn635,49255,32746,79743,70386,20131,92647,R100000081K,93195,44055,16205,89113,11565,31000,75658,R100000081K,Serrano,Leonard,Leonard,Agustin,2003-08-10,1,1101,Y,1,101,4,Y,7101,7,7,0.99,7F,49360,22782,01,1,bercu093,49360,N,Y,Y,1,8,3,1201,2,8,3,1201,7635 N Academy Blvd,,BINNUM,5262,SA
rqxbb371,84350,79956,61735,78946,13159,5048,R100000082E,63648,9313,56937,13331,3041,48602,23090,R100000082E,Rogers,Earl,Earl,J,2003-02-13,1,1101,Y,1,101,2,Y,1201,7,7,0.90,7E,49360,22782,01,1,bhfal621,49360,Y,X,Y,2,8,4,1201,2,5,2,1201,801 Broad Ripple Ave.,,ASHFORD,5035,SA
vdlmf144,60303,28908,66266,92640,38348,14613,R100000083D,23103,43202,23534,76951,80394,65514,64986,R100000083D,Wilbur,Karl,Karl,R,2003-06-21,1,1101,N,2,101,2,Y,5203,7,7,0.47,7B,49360,22782,01,1,exzit833,49360,Y,Y,Y,1,7,4,1201,1,5,4,9601,740 N. Main St.,,FOUL BAY,5577,SA
ulwyq257,31698,55987,37409,25902,57616,25972,R100000084S,52547,51031,95165,69545,70742,40755,61745,R100000084S,Etheridge,Raymond,Raymond,J,2003-08-12,1,1101,Y,1,101,3,Y,1201,7,7,0.49,7E,49360,22782,01,2,ugopu345,49360,N,Y,N,4,5,2,1201,1,8,1,5203,2201 Cherokee Street,,ALBERT PARK,5014,SA
jgqbu855,78731,33494,17293,88793,78734,80681,R100000085M,57106,57596,41661,11531,25650,3697,75441,R100000085M,Brewer,Roy,Roy,,2003-10-15,1,1101,Y,2,101,1,Y,1201,7,7,0.14,7A,49360,22782,01,1,xryyj190,49360,Y,N,Y,3,7,2,1201,2,7,2,2201,4929 W Chandler Blvd,,FELIXSTOW,5070,SA
wjqfd633,24149,41490,47629,6117,39719,63618,R100000086G,43454,78299,40669,7217,21423,13208,70771,R100000086G,Dorrough,Coleman,Coleman,Dennis,2003-10-06,1,1101,N,2,101,4,X,1201,7,7,0.18,7C,49360,22782,01,2,oyshd518,49360,Y,U,N,1,7,3,1201,3,6,1,1201,1300 El Paseo Rd,,CAMPOONA,5640,SA
qvkrg980,18168,83398,28077,58430,47005,39475,R100000087H,62569,56199,22364,25612,14227,32535,93982,R100000087H,Couch,Manual,Manual,Manuel,2003-11-17,1,1101,Y,2,101,4,Y,1201,7,7,0.96,7B,49360,22782,01,2,zduom066,49360,Y,Y,N,2,7,4,1201,3,5,1,1201,57 Mt Pleasant Street,,DAVEYSTON,5355,SA
niwqh141,60753,37450,29162,111,572,5015,R100000088P,91169,73831,57434,51483,43234,12235,11407,R100000088P,Taylor,Andy,Andy,,2003-04-26,1,1101,N,1,101,3,Y,1201,7,7,0.69,7E,49360,22782,01,2,kztuj091,49360,Y,Y,Y,2,7,2,9601,1,6,4,1201,2315 N. Murray Ave,,BEACHPORT,5280,SA
tcprx249,79772,7274,18373,21376,40674,50809,R100000089A,83737,45730,60896,62426,94863,94817,97401,R100000089A,Barrett,Bryan,Bryan,H,2003-02-02,1,1101,Y,1,101,3,Y,1201,7,7,0.21,7C,49360,22782,01,2,tmbvs307,49360,N,N,X,3,6,3,1201,3,8,4,1201,809 Market St.,,OODNADATTA,5734,SA
xduwp500,74567,21790,10211,88277,69970,12349,R100000090M,85901,62020,62669,85590,53010,89886,40711,R100000090M,Meyer,Joel,Joel,,2003-11-27,1,1101,N,1,101,1,Y,9601,7,7,0.38,7C,49360,22782,01,1,hatiw764,49360,Y,N,U,4,8,3,1201,2,8,1,9601,409 Broad St.,,BARNA,5641,SA
eyhvp228,3160,34219,23176,72481,60636,65647,R100000091G,66502,1533,97972,81724,90603,23334,27513,R100000091G,Hart,Melinda,Melinda,,2003-03-23,2,1101,Y,1,101,2,Y,1201,7,7,0.64,7F,49360,22782,01,1,ltowq054,49360,Y,N,Y,1,6,1,1201,3,8,2,7101,1901 W. Monroe St.,,BANKSIA PARK,5091,SA
aejeg574,5727,18553,34863,14054,61147,35012,R100000092H,9893,34966,38706,37325,66285,53198,43050,R100000092H,Frechette,Mona,Mona,,2003-12-10,2,1101,N,1,101,1,Y,1201,7,7,0.88,7C,49360,22782,01,2,xdaot370,49360,Y,N,N,1,7,1,1201,2,5,1,1201,825 Garnet Ave,,BELAIR,5052,SA
whwcs367,57256,78977,99591,40811,17485,62948,R100000093P,23435,49099,921,57762,90069,11774,46871,R100000093P,Lewis,Travis,Travis,,2003-05-01,1,1101,N,1,101,1,U,1201,7,7,0.39,7B,49360,22782,01,1,agwcr179,49360,N,Y,Y,2,8,1,1201,2,8,1,1201,600 E Superior St,,CLARENCE PARK,5034,SA
jlaoz606,58870,30020,15978,95717,95453,75423,R100000094A,8399,24980,75369,92132,42029,20746,81793,R100000094A,Smith,Benedict,Benedict,,2003-08-10,1,1101,N,2,101,4,U,1201,7,7,0.94,7A,49360,22782,01,1,cxmwo059,49360,N,N,N,4,7,4,1201,4,7,3,2201,16248 Main Street,,BUCCLEUCH,5254,SA
dmddf167,35182,467,42129,31252,14962,57276,R100000095K,50526,68875,12110,65124,17807,27271,59214,R100000095K,Barnette,Harry,Harry,Quincy,2003-04-06,1,1101,Y,2,101,4,N,7101,7,7,0.22,7E,49360,22782,01,2,eurga967,49360,Y,Y,Y,2,7,1,5203,2,5,3,1201,655 Booth St.,,ANGLE PARK,5010,SA
jowxr529,52853,84662,32032,30691,88124,60389,R100000096E,1233,65550,19696,33736,76049,80045,49092,R100000096E,Light,Andrea,Andrea,P,2003-11-17,2,1101,Y,2,101,1,U,1201,7,7,0.28,7A,49360,22782,01,2,klgjr556,49360,Y,Y,Y,2,7,2,1201,3,8,1,1201,4625 Liberty Ave.,,ROSEDALE,5350,SA
kcyvy581,57488,55403,79302,57242,7776,15623,R100000097D,22938,24745,61768,85698,75483,31443,60162,R100000097D,Johnson,Hank,Hank,J,2003-05-20,1,1101,X,2,101,1,X,1201,7,7,0.03,7F,49360,22782,01,1,uzyid036,49360,Y,N,Y,3,7,3,1201,1,6,3,1201,14598 Clay Terrace Blvd.,,HILLTOWN,5455,SA
ffpgb674,54964,68282,8824,77236,88111,5845,R100000098S,31600,11026,88464,81478,60542,97389,16172,R100000098S,Watson,Jesse,Jesse,Paige,2003-02-02,2,1101,X,2,101,4,Y,1201,7,7,0.81,7D,49360,22782,01,2,caxea741,49360,Y,Y,N,2,7,4,1201,3,6,1,1201,1760 Market St. NE,,WEST LAKES SHORE,5020,SA
wshwk911,75762,93633,15381,95644,83430,16267,R100000099R,18860,98779,7083,15533,55274,36061,22657,R100000099R,Coppa,Ernestine,Ernestine,A,2003-02-13,2,1101,Y,1,101,3,N,9601,7,7,0.95,7E,49360,22782,01,2,rwlvu336,49360,N,N,X,2,7,4,1201,1,5,4,9601,4200 Conestoga Dr.,,SELLICKS BEACH,5174,SA
sosoy008,45117,4722,26057,21193,13449,83572,R100000100E,41575,59263,98477,87339,45213,17637,38229,R100000100E,Hill,Mauricio,Mauricio,Ken,2003-05-02,1,1101,N,2,101,3,N,1201,7,7,0.01,7B,49360,22782,01,2,yhxsu479,49360,N,N,Y,3,7,4,1201,1,6,1,1201,304 Oak St SE,,MOUNT COMPASS,5210,SA
bgmtb521,74091,58312,82687,14742,46990,19710,R100000101D,87531,93037,90583,97943,22472,28373,28918,R100000101D,Souza,Freddie,Freddie,Calvin,2003-01-28,1,1101,Y,2,101,3,N,1201,7,7,0.86,7D,49360,22782,01,2,bjfxa498,49360,N,Y,N,3,5,4,9601,3,6,2,1201,510 York Rd,,MAWSON LAKES,5095,SA
jzmrv687,76724,34204,26993,96977,63888,2266,R100000102S,49633,46309,95084,47939,77225,91790,37819,R100000102S,Wilder,Suzan,Suzan,,2003-08-21,2,1101,Y,1,101,2,N,1201,7,7,0.83,7B,49360,22782,01,2,wwhiy577,49360,Y,N,Y,1,7,3,9601,2,7,2,1201,2201 South College Ave,,MUNDIC CREEK,5340,SA
vcmni388,1695,56139,96511,40531,37165,82962,R100000103R,24859,50423,98946,90146,86819,74832,84842,R100000103R,Mcdaniel,Audry,Audry,G,2003-12-08,2,1101,Y,1,101,2,N,1201,7,7,0.53,7B,49360,22782,01,2,xexxi847,49360,Y,Y,Y,1,6,2,1201,1,7,1,1201,1544 Madison Rd.,,BOONERDO,5633,SA
sdsmw968,14910,2892,47775,32547,94904,80737,R100000104K,81713,96457,35442,26539,32687,23169,60785,R100000104K,Delvecchio,Tammy,Tammy,D,2003-01-03,2,1101,N,2,101,2,Y,9601,7,7,0.57,7C,49360,22782,01,2,bulis508,49360,N,N,Y,2,8,2,1201,2,5,2,1201,3001 Hennepin Avenue,Suite A201,FISCHER,5502,SA
wygfx946,22422,9511,36377,39428,49904,1885,R100000105H,19944,38546,25226,99034,30432,83478,25036,R100000105H,Briggs,Dave,Dave,Coleman,2003-06-07,1,1101,N,1,101,1,Y,1201,7,7,0.90,7E,49360,22782,01,1,vkozj389,49360,Y,N,X,1,8,1,1201,3,7,4,1201,1985 Barnett Shoals Rd.,,COLONEL LIGHT GARDENS,5041,SA
viixg614,50617,10601,68819,62810,54750,77302,R100000106P,89403,79469,50499,32845,18396,5166,14617,R100000106P,King,Kathryn,Kathryn,,2003-04-08,2,1101,U,2,101,1,Y,1201,7,7,0.96,7E,49360,22782,01,1,rvtxf296,49360,Y,Y,Y,4,5,2,5203,3,7,4,1201,3827 N. Lincoln Ave.,,PIMBA,5720,SA
iujrr258,27218,85966,94327,48845,9412,47589,R100000107A,12699,185,15471,31889,48937,74088,72349,R100000107A,Pollak,Orville,Orville,L,2003-08-20,1,1101,Y,1,101,1,Y,1201,7,7,0.04,7C,49360,22782,01,2,qwbpk996,49360,N,N,Y,2,7,1,5203,4,5,2,7101,5600 Brainerd Rd,Eastgate Town Center,BARNDIOOTA,5434,SA
fxwdd444,81043,21696,64571,51546,83745,17178,R100000108M,34005,70769,38560,88068,55529,82883,18614,R100000108M,Burch,Roger,Roger,B,2003-07-06,1,1101,N,1,101,3,Y,1201,7,7,0.39,7B,49360,22782,01,2,cjsek095,49360,U,N,Y,3,6,1,5203,1,8,4,1201,2820 Marconi Avenue,,FELIXSTOW,5070,SA
vzafi355,80981,86996,98949,34594,12931,55658,R100000109G,16089,24624,88110,65462,53624,58312,5195,R100000109G,Hall,Ernesto,Ernesto,,2003-04-02,1,1101,X,1,101,3,Y,1201,7,7,0.78,7D,49360,22782,01,1,vxvuj862,49360,Y,N,N,4,5,3,9601,2,5,2,1201,467 Moreland Avenue NE,,CAMDEN PARK,5038,SA
bigct748,89199,13922,91217,1258,99831,13448,R100000110H,24426,53848,69411,91331,47230,3990,92850,R100000110H,Valle,Wade,Wade,,2003-08-14,1,1101,N,2,101,3,U,1201,7,7,0.78,7B,49360,22782,01,2,cqahw141,49360,Y,X,Y,3,8,2,7101,3,6,1,1201,869 Whalley Avenue,,COOTRA,5650,SA
fpsup150,89922,31178,21908,77019,94412,27704,R100000111P,40996,37682,91580,19570,36176,98597,40670,R100000111P,Sanderson,Jody,Jody,Bertha,2003-08-12,2,1101,Y,1,101,3,Y,1201,7,7,0.36,7E,49360,22782,01,1,exzyy084,49360,Y,Y,Y,1,7,1,1201,3,7,3,1201,235 NW 8th Avenue,,GLANDORE,5037,SA
qfzij640,39191,83242,74896,92752,89608,2488,R100000112A,26318,50748,41344,14158,14431,4829,9014,R100000112A,Morningstar,Dot,Dot,,2003-05-07,2,1101,N,2,101,1,Y,1201,7,7,0.13,7C,49360,22782,01,2,werko252,49360,N,Y,Y,1,6,3,1201,1,7,4,1201,311 Plainfield St.,,CHAIN OF PONDS,5231,SA
xwzyg330,3444,98141,42106,43517,60388,70956,R100000113M,93642,21711,8939,25964,1475,86754,17866,R100000113M,Bloom,Andrea,Andrea,Scotty,2001-03-25,1,1101,N,2,101,1,U,1201,9,9,0.60,9B,49360,22782,01,1,kmzir079,49360,Y,Y,Y,3,6,2,1201,3,7,4,1201,929 W Grace Street,,CUDLEE CREEK,5232,SA
bzsdn683,56079,41403,81638,35558,71068,87274,R100000114G,94433,88027,64314,47597,83560,35767,90330,R100000114G,Danforth,Armand,Armand,Wade,2001-04-03,1,1101,N,2,101,4,N,1201,9,9,0.35,9C,49360,22782,01,1,nyjqi135,49360,Y,N,Y,3,8,4,1201,2,6,2,1201,139 Brighton Avenue,,ALBERT PARK,5014,SA
imrsv213,37715,80850,55611,90988,48287,15949,R100000115D,87969,69545,60130,73334,61801,91248,63591,R100000115D,Alvarado,Lucas,Lucas,Dan,2001-10-21,1,1101,N,2,101,4,N,9601,9,9,0.30,9F,49360,22782,01,2,oilnl110,49360,Y,N,N,3,6,1,1201,4,5,2,1201,106 S. Cayuga Street,,BIGGS FLAT,5153,SA
yfpmw589,31887,66776,45924,48031,92108,74204,R100000116S,89230,82061,14470,83205,69752,44899,65712,R100000116S,Simpson,Cecilia,Cecilia,,2001-05-23,2,1101,N,2,101,2,Y,9601,9,9,0.37,9B,49360,22782,01,1,xdqfh820,49360,Y,N,N,4,7,2,1201,4,6,2,9601,572 Kailua Rd.,,FITZROY,5082,SA
wxalu676,42412,51633,59852,43523,92003,64430,R100000117R,54740,16984,96628,40187,1869,71495,52498,R100000117R,Gros,Josephine,Josephine,,2001-11-19,2,1101,U,1,101,4,N,1201,9,9,0.79,9A,49360,22782,01,2,mtfoc853,49360,N,N,N,2,6,3,1201,1,7,3,1201,102 S. 4th St.,,COLONEL LIGHT GARDENS,5041,SA
oyltx439,20628,31105,30879,37714,62190,60556,R100000118K,31210,14513,79828,2889,12861,10380,82035,R100000118K,Williams,Brandi,Brandi,Cindy,2001-03-13,2,1101,N,2,101,2,N,1201,9,9,0.80,9D,49360,22782,01,2,dwfgy000,49360,U,X,N,1,8,2,1201,2,7,4,1201,5975 Roswell Rd.,Suite G-25,BALDINA,5417,SA
xmigr509,80701,29571,45768,43850,65758,58038,R100000119E,36694,66693,61434,33883,42317,33753,99726,R100000119E,Warren,Susanne,Susanne,C,2001-05-24,2,1101,N,1,101,4,Y,5203,9,9,0.01,9B,49360,22782,01,2,qbaut903,49360,N,X,X,3,5,1,1201,2,7,2,2201,14374 N Dale Mabry Hwy,,ALAWOONA,5311,SA
mdzzj833,66266,96191,63095,16634,1307,23774,R100000120D,53787,41623,17040,35830,4317,90868,26676,R100000120D,Haynes,Darci,Darci,,2001-05-15,2,1101,N,1,101,2,X,1201,9,9,0.96,9E,49360,22782,01,1,hdcfe160,49360,N,N,Y,1,7,1,9601,2,6,2,1201,301 S. Elm Street,,COWANDILLA,5033,SA
koyae383,67346,62476,82919,75289,94848,12161,R100000121S,6056,13520,31276,22494,72255,64587,3677,R100000121S,Mitchell,Normand,Normand,,2001-10-18,1,1101,Y,1,101,4,N,5203,9,9,0.20,9D,49360,22782,01,1,ugtpe089,49360,Y,N,N,4,6,4,1201,2,7,4,1201,818 A1A N.,,MORN HILL,5371,SA
dihfs802,92161,25390,34917,95769,42605,43324,R100000122R,10878,20096,73038,9842,89291,73733,40259,R100000122R,Edmonds,Karla,Karla,Lula,2001-04-17,2,1101,Y,2,101,3,Y,1201,9,9,0.52,9D,49360,22782,01,1,hemdc101,49360,N,Y,X,1,8,1,9601,3,7,4,1201,2500 N Mesa St,,ANGAS PLAINS,5255,SA
dqpod120,58301,67183,5534,82579,81622,67380,R100000123K,79831,65298,64875,68859,49807,51183,33812,R100000123K,Sparks,Doug,Doug,W,2001-06-01,1,1101,Y,1,101,2,N,1201,9,9,0.96,9F,49360,22782,01,2,pvdqs969,49360,Y,Y,N,3,5,1,1201,4,7,4,1201,11725 Lee Highway #A15,,FAIRVIEW PARK,5126,SA
xoqsk173,20926,35519,4569,43678,97986,47801,R100000124E,39104,21986,70025,74133,70524,17540,65944,R100000124E,Loughman,Alice,Alice,C,2001-08-02,2,1101,Y,1,101,4,Y,1201,9,9,0.09,9D,49360,22782,01,2,jweqp825,49360,Y,X,N,1,6,2,7101,2,6,1,1201,242 E. Geneva Road,,PARILLA,5303,SA
eedyq363,92625,709,34849,28147,75135,3311,R100000125P,29859,15543,62253,53255,67669,14558,21525,R100000125P,Poch,Isaac,Isaac,Giovanni,2001-09-24,1,1101,N,1,101,1,N,1201,9,9,0.09,9E,49360,22782,01,1,ujmpa436,49360,X,N,N,2,8,1,5203,1,7,3,1201,437 York Rd.,,COOPERS CREEK,5731,SA
hnyxw862,22246,96494,92347,84158,48794,70272,R100000126A,92094,92975,4811,13922,50396,92355,64009,R100000126A,Souza,Megan,Megan,,2001-11-12,2,1101,Y,1,101,2,N,1201,9,9,0.11,9E,49360,22782,01,1,ncjxr665,49360,U,X,Y,1,8,4,1201,1,6,1,1201,187 Lark Street,,CAMPOONA,5640,SA
fsjhj249,20524,57606,59335,18110,59202,26909,R100000127M,30304,83660,46553,81381,77385,50114,69303,R100000127M,Upham,Brain,Brain,S,2001-08-16,1,1101,N,2,101,2,Y,1201,9,9,0.45,9A,49360,22782,01,2,pfuhf859,49360,U,N,N,2,7,2,1201,3,5,3,1201,268 E. State St.,,ALTONA,5351,SA
kuiws867,79197,35285,26436,55860,43209,20210,R100000128G,15297,89766,62895,57298,39853,70846,74587,R100000128G,Lee,Theresa,Theresa,C,2001-10-13,2,1101,Y,2,101,2,U,1201,9,9,0.22,9F,49360,22782,01,1,xeldv601,49360,N,N,Y,2,5,1,1201,1,8,1,1201,34175 Monterey Ave.,,BLAKISTON,5250,SA
foiro214,38887,82983,85587,68394,33042,84060,R100000129H,70024,37322,30290,80228,35715,52676,91081,R100000129H,Wilder,Fairy,Fairy,G,2001-08-22,2,1101,Y,1,101,4,Y,2201,9,9,0.89,9B,49360,22782,01,1,elqlf533,49360,Y,N,Y,4,7,2,1201,4,8,4,1201,10899 Olson Drive,,FINDON,5023,SA
bbcev920,32583,17070,89576,84657,44158,69881,R100000130P,13902,79392,68324,79756,93375,48991,14445,R100000130P,Abe,Claude,Claude,R,2001-09-12,1,1101,X,1,101,3,N,1201,9,9,0.18,9B,49360,22782,01,1,geuuu654,49360,Y,Y,Y,2,7,4,1201,4,5,4,1201,1210 Bethlehem Pike,,BOOKABIE,5690,SA
kvlpt838,27571,62884,39319,62285,59449,83178,R100000131A,75533,38161,20127,39519,43177,65599,43737,R100000131A,Lamb,Pedro,Pedro,J,2001-05-03,1,1101,N,1,101,4,Y,1201,9,9,0.41,9C,49360,22782,01,1,cilld318,49360,N,N,N,2,6,4,2201,2,5,2,1201,2601 Holmes Street,,BLEWITT SPRINGS,5171,SA
xxyto938,59434,29485,6861,66990,30572,62360,R100000132M,41459,77011,91479,62973,85160,74642,70315,R100000132M,Curtis,Peggy,Peggy,D,2001-07-16,2,1101,N,1,101,3,N,1201,9,9,0.33,9C,49360,22782,01,1,ipumb604,49360,X,N,Y,1,7,1,1201,1,5,3,5203,316 W Holly St,,BLEWITT SPRINGS,5171,SA
zxevy028,98537,60330,93357,33784,60653,43174,R100000133G,37521,3908,86826,87713,86294,19259,31711,R100000133G,Castillo,Wilda,Wilda,K,2001-09-05,2,1101,U,2,101,4,Y,1201,9,9,0.47,9B,49360,22782,01,2,rwvjz973,49360,Y,Y,Y,1,5,4,1201,4,7,4,1201,767 Cleveland Ave South,,HEATHPOOL,5068,SA
bmqql425,70768,30181,10185,75440,84817,94408,R100000134H,28149,79780,42254,46458,32233,16219,46478,R100000134H,Harris,Jan,Jan,,2001-06-01,2,1101,N,1,101,2,N,1201,9,9,0.50,9F,49360,22782,01,1,xsksz590,49360,N,Y,N,4,5,2,9601,4,5,1,2201,520 E Santa Clara St.,,MELROSE,5483,SA
blouu989,53644,72042,9039,68201,47592,27546,R100000135S,10201,4832,96346,97084,51549,38777,33178,R100000135S,Johnson,Ramon,Ramon,Alexis,2001-11-20,1,1101,N,1,101,4,Y,9601,9,9,0.02,9D,49360,22782,01,1,gifay541,49360,Y,Y,Y,2,6,3,5203,3,6,1,1201,1608 Shepherd Dr,,ASHBOURNE,5157,SA
qgkao687,43522,21065,96510,30961,70616,58995,R100000136R,70965,58875,71365,24021,22085,87577,95372,R100000136R,Garcia,Martha,Martha,B,2001-01-01,2,1101,X,2,101,4,Y,1201,9,9,0.16,9F,49360,22782,01,1,qnqyf854,49360,Y,Y,Y,3,5,3,1201,4,5,1,1201,1202 Brookview Dr.,,MINTARO,5415,SA
dujzf592,37168,40497,40096,15724,43753,57099,R100000137K,48661,36504,86902,18621,85158,53077,3677,R100000137K,Newton,Glenda,Glenda,M,2001-08-24,2,1101,N,1,101,3,Y,1201,9,9,0.36,9E,49360,22782,01,2,rhujd608,49360,Y,Y,Y,4,5,2,1201,1,5,4,9601,1156 Euclid Ave,,LOCHIEL,5510,SA
qjnor009,52785,26240,12938,39138,93580,20336,R100000138E,89692,12878,82594,99831,91029,54415,13155,R100000138E,Pennington,Eric,Eric,,2001-05-12,1,1101,Y,1,101,2,Y,1201,9,9,0.62,9C,49360,22782,01,1,yhmfz773,49360,N,Y,Y,3,8,2,1201,4,8,1,1201,175 Fort Wayne Ave.,,KOORINE,5279,SA
dvxvz857,57661,34251,59934,43898,43099,95622,R100000139D,32163,85454,76217,64883,1808,18370,85011,R100000139D,Connelly,Wade,Wade,Art,2001-02-10,1,1101,Y,1,101,4,Y,1201,9,9,0.29,9B,49360,22782,01,1,wojub649,49360,U,N,U,2,6,3,1201,3,7,2,1201,100 Paseo De La Plaza,,MACDONALD PARK,5121,SA
aiszl263,1455,31504,7739,68726,56964,37352,R100000140S,60414,87391,25623,80208,28844,64692,81518,R100000140S,Cosby,Simon,Simon,Christopher,2001-08-27,1,1101,Y,2,101,4,N,1201,9,9,0.36,9F,49360,22782,01,2,jgnid312,49360,N,N,N,1,7,1,1201,4,5,4,1201,1112 Iron Springs Road,,COMAUM,5277,SA
rgwsm666,92747,76899,54271,86813,21143,13581,R100000141R,31654,30145,53042,7928,17226,87964,48294,R100000141R,Hughey,Danilo,Danilo,C,2001-07-17,1,1101,Y,1,101,2,Y,1201,9,9,0.43,9C,49360,22782,01,2,bdwar248,49360,N,Y,N,3,7,2,1201,4,8,4,1201,440 N 8th St Suite 150,,REDWOOD PARK,5097,SA
fjyju083,93650,8758,44327,41761,11650,97232,R100000142K,13362,14239,94354,66157,75920,37774,34761,R100000142K,Masi,Odell,Odell,,2001-02-06,1,1101,Y,1,101,3,Y,1201,9,9,0.81,9A,49360,22782,01,1,tospc338,49360,Y,N,Y,3,7,4,1201,2,7,3,1201,1501 University Ave. SE,,BROOKLYN PARK,5032,SA
rprfn548,77371,96031,65772,71575,41946,77108,R100000143E,24012,85171,45340,79895,71954,60855,81051,R100000143E,Flores,Harrison,Harrison,K,2001-06-26,1,1101,Y,2,101,1,N,1201,9,9,0.58,9B,49360,22782,01,2,zbqfz213,49360,Y,N,Y,4,6,4,1201,2,6,1,7101,424 Old York Road,,DARKE PEAK,5642,SA
jswbn793,30277,7723,40900,69333,66268,3294,R100000144D,27700,59181,63888,72303,66039,72956,73094,R100000144D,Bean,Willis,Willis,L,2001-09-09,1,1101,N,2,101,1,Y,1201,9,9,0.14,9A,49360,22782,01,1,bssvs458,49360,Y,N,Y,2,7,2,1201,1,7,2,1201,110 Lexington Avenue,,GREENOCK,5360,SA
aelhp939,24565,47465,15668,15984,22528,51102,R100000145A,47741,25542,39275,99116,25258,29973,66130,R100000145A,Jarrell,Dylan,Dylan,B,2001-08-08,1,1101,Y,2,101,4,X,1201,9,9,0.26,9A,49360,22782,01,2,rzpjw184,49360,N,U,Y,4,5,1,1201,1,8,3,1201,13387 Smith Rd.,,BARNA,5641,SA
